NACA 0009
1.000000 0.0000000E-03
0.9921814 0.1763807E-02
0.9807846 0.2943345E-02
0.9674096 0.4306905E-02
0.9530327 0.5748296E-02
0.9382758 0.7202291E-02
0.9233910 0.8643411E-02
0.9084626 0.1006366E-01
0.8935177 0.1146097E-01
0.8785647 0.1283493E-01
0.8636065 0.1418571E-01
0.8486441 0.1551360E-01
0.8336782 0.1681886E-01
0.8187094 0.1810168E-01
0.8037378 0.1936219E-01
0.7887639 0.2060048E-01
0.7737881 0.2181660E-01
0.7588109 0.2301045E-01
0.7438325 0.2418193E-01
0.7288533 0.2533086E-01
0.7138739 0.2645696E-01
0.6988943 0.2755992E-01
0.6839153 0.2863929E-01
0.6689370 0.2969464E-01
0.6539598 0.3072538E-01
0.6389842 0.3173089E-01
0.6240107 0.3271044E-01
0.6090396 0.3366322E-01
0.5940713 0.3458837E-01
0.5791063 0.3548490E-01
0.5641452 0.3635176E-01
0.5491883 0.3718777E-01
0.5342361 0.3799172E-01
0.5192893 0.3876222E-01
0.5043483 0.3949782E-01
0.4894139 0.4019697E-01
0.4744865 0.4085797E-01
0.4595670 0.4147903E-01
0.4446559 0.4205821E-01
0.4297541 0.4259344E-01
0.4148625 0.4308253E-01
0.3999820 0.4352309E-01
0.3851136 0.4391260E-01
0.3702585 0.4424835E-01
0.3554180 0.4452742E-01
0.3405936 0.4474670E-01
0.3257869 0.4490281E-01
0.3109997 0.4499214E-01
0.2962340 0.4501076E-01
0.2814925 0.4495443E-01
0.2667780 0.4481853E-01
0.2520937 0.4459802E-01
0.2374437 0.4428736E-01
0.2228327 0.4388046E-01
0.2082665 0.4337056E-01
0.1937522 0.4275015E-01
0.1792986 0.4201080E-01
0.1649171 0.4114301E-01
0.1506222 0.4013605E-01
0.1364333 0.3897772E-01
0.1223772 0.3765422E-01
0.1084927 0.3615028E-01
0.9483875E-01 0.3444985E-01
0.8151119E-01 0.3253881E-01
0.6867069E-01 0.3041199E-01
0.5657913E-01 0.2808795E-01
0.4560580E-01 0.2562905E-01
0.3612228E-01 0.2314416E-01
0.2830273E-01 0.2074829E-01
0.2204039E-01 0.1850982E-01
0.1706255E-01 0.1643912E-01
0.1308017E-01 0.1451178E-01
0.9860723E-02 0.1269279E-01
0.7236607E-02 0.1094703E-01
0.5094660E-02 0.9243382E-02
0.3363330E-02 0.7555838E-02
0.2003693E-02 0.5866263E-02
0.9995996E-03 0.4167231E-02
0.3471938E-03 0.2469524E-02
0.3648345E-04 0.8039484E-03
0.0000000E-04 0.0000000E-03
0.3648345E-04 -0.8039484E-03
0.3471613E-03 -0.2469409E-02
0.9995996E-03 -0.4167231E-02
0.2003693E-02 -0.5866263E-02
0.3363330E-02 -0.7555838E-02
0.5094569E-02 -0.9243302E-02
0.7236531E-02 -0.1094698E-01
0.9860732E-02 -0.1269280E-01
0.1308006E-01 -0.1451173E-01
0.1706248E-01 -0.1643909E-01
0.2204033E-01 -0.1850980E-01
0.2830261E-01 -0.2074825E-01
0.3612217E-01 -0.2314412E-01
0.4560562E-01 -0.2562901E-01
0.5657896E-01 -0.2808792E-01
0.6867046E-01 -0.3041195E-01
0.8151101E-01 -0.3253878E-01
0.9483852E-01 -0.3444982E-01
0.1084926 -0.3615027E-01
0.1223772 -0.3765421E-01
0.1364332 -0.3897771E-01
0.1506222 -0.4013604E-01
0.1649171 -0.4114301E-01
0.1792985 -0.4201079E-01
0.1937519 -0.4275014E-01
0.2082662 -0.4337055E-01
0.2228324 -0.4388046E-01
0.2374433 -0.4428735E-01
0.2520933 -0.4459801E-01
0.2667776 -0.4481853E-01
0.2814922 -0.4495442E-01
0.2962336 -0.4501076E-01
0.3109992 -0.4499214E-01
0.3257865 -0.4490282E-01
0.3405932 -0.4474670E-01
0.3554175 -0.4452743E-01
0.3702581 -0.4424836E-01
0.3851133 -0.4391261E-01
0.3999816 -0.4352310E-01
0.4148620 -0.4308254E-01
0.4297538 -0.4259345E-01
0.4446556 -0.4205822E-01
0.4595667 -0.4147904E-01
0.4744864 -0.4085798E-01
0.4894138 -0.4019698E-01
0.5043483 -0.3949782E-01
0.5192893 -0.3876222E-01
0.5342360 -0.3799172E-01
0.5491882 -0.3718778E-01
0.5641451 -0.3635177E-01
0.5791063 -0.3548490E-01
0.5940712 -0.3458837E-01
0.6090394 -0.3366322E-01
0.6240107 -0.3271044E-01
0.6389843 -0.3173088E-01
0.6539598 -0.3072538E-01
0.6689370 -0.2969464E-01
0.6839153 -0.2863929E-01
0.6988944 -0.2755991E-01
0.7138739 -0.2645696E-01
0.7288534 -0.2533086E-01
0.7438326 -0.2418193E-01
0.7588111 -0.2301044E-01
0.7737882 -0.2181659E-01
0.7887641 -0.2060047E-01
0.8037379 -0.1936218E-01
0.8187094 -0.1810167E-01
0.8336783 -0.1681885E-01
0.8486443 -0.1551359E-01
0.8636067 -0.1418569E-01
0.8785649 -0.1283491E-01
0.8935179 -0.1146096E-01
0.9084626 -0.1006367E-01
0.9233909 -0.8643418E-02
0.9382758 -0.7202301E-02
0.9530327 -0.5748292E-02
0.9674094 -0.4306911E-02
0.9807846 -0.2943345E-02
0.9921813 -0.1763823E-02
1.000000 0.0000000E-03
