NACA 0015
1.000000 0.1575010E-02
0.9908088 0.3177893E-02
0.9788085 0.5243659E-02
0.9652690 0.7538476E-02
0.9502978 0.1003281E-01
0.9341280 0.1267737E-01
0.9170511 0.1541602E-01
0.8993429 0.1819869E-01
0.8812217 0.2098756E-01
0.8628396 0.2375721E-01
0.8442958 0.2649199E-01
0.8256521 0.2918252E-01
0.8069465 0.3182320E-01
0.7882027 0.3441077E-01
0.7694355 0.3694310E-01
0.7506552 0.3941853E-01
0.7318684 0.4183571E-01
0.7130811 0.4419319E-01
0.6942978 0.4648945E-01
0.6755224 0.4872271E-01
0.6567591 0.5089103E-01
0.6380115 0.5299218E-01
0.6192836 0.5502365E-01
0.6005790 0.5698263E-01
0.5819017 0.5886606E-01
0.5632558 0.6067057E-01
0.5446455 0.6239241E-01
0.5260754 0.6402767E-01
0.5075498 0.6557199E-01
0.4890736 0.6702077E-01
0.4706522 0.6836907E-01
0.4522909 0.6961159E-01
0.4339961 0.7074275E-01
0.4157738 0.7175659E-01
0.3976314 0.7264686E-01
0.3795770 0.7340689E-01
0.3616194 0.7402977E-01
0.3437687 0.7450818E-01
0.3260367 0.7483453E-01
0.3084371 0.7500091E-01
0.2909859 0.7499922E-01
0.2737027 0.7482124E-01
0.2566114 0.7445874E-01
0.2397418 0.7390391E-01
0.2231307 0.7314963E-01
0.2068246 0.7219016E-01
0.1908810 0.7102213E-01
0.1753710 0.6964571E-01
0.1603781 0.6806599E-01
0.1459970 0.6629458E-01
0.1323274 0.6435038E-01
0.1194635 0.6225958E-01
0.1074824 0.6005403E-01
0.9643272E-01 0.5776816E-01
0.8632785E-01 0.5543523E-01
0.7714705E-01 0.5308414E-01
0.6884234E-01 0.5073758E-01
0.6134779E-01 0.4841157E-01
0.5458848E-01 0.4611578E-01
0.4848790E-01 0.4385477E-01
0.4297356E-01 0.4162936E-01
0.3798031E-01 0.3943810E-01
0.3344996E-01 0.3727759E-01
0.2933148E-01 0.3514292E-01
0.2558095E-01 0.3302833E-01
0.2216207E-01 0.3092795E-01
0.1904496E-01 0.2883600E-01
0.1620535E-01 0.2674684E-01
0.1362380E-01 0.2465501E-01
0.1128524E-01 0.2255549E-01
0.9178767E-02 0.2044415E-01
0.7296806E-02 0.1831770E-01
0.5634728E-02 0.1617425E-01
0.4190648E-02 0.1401428E-01
0.2963759E-02 0.1184012E-01
0.1953895E-02 0.9657213E-02
0.1159828E-02 0.7473513E-02
0.5784093E-03 0.5300609E-02
0.2023079E-03 0.3147960E-02
0.2179292E-04 0.1036808E-02
0.0000000E-04 0.0000000E-02
0.2179794E-04 -0.1036927E-02
0.2023232E-03 -0.3148078E-02
0.5784606E-03 -0.5300842E-02
0.1159864E-02 -0.7473627E-02
0.1953986E-02 -0.9657432E-02
0.2963868E-02 -0.1184033E-01
0.4190773E-02 -0.1401448E-01
0.5634869E-02 -0.1617444E-01
0.7296880E-02 -0.1831779E-01
0.9178937E-02 -0.2044433E-01
0.1128538E-01 -0.2255563E-01
0.1362393E-01 -0.2465512E-01
0.1620545E-01 -0.2674691E-01
0.1904511E-01 -0.2883610E-01
0.2216223E-01 -0.3092805E-01
0.2558122E-01 -0.3302848E-01
0.2933180E-01 -0.3514309E-01
0.3345023E-01 -0.3727771E-01
0.3798058E-01 -0.3943823E-01
0.4297384E-01 -0.4162947E-01
0.4848813E-01 -0.4385486E-01
0.5458876E-01 -0.4611588E-01
0.6134807E-01 -0.4841166E-01
0.6884265E-01 -0.5073768E-01
0.7714734E-01 -0.5308421E-01
0.8632825E-01 -0.5543533E-01
0.9643307E-01 -0.5776824E-01
0.1074828 -0.6005412E-01
0.1194638 -0.6225964E-01
0.1323276 -0.6435041E-01
0.1459972 -0.6629460E-01
0.1603781 -0.6806600E-01
0.1753710 -0.6964572E-01
0.1908810 -0.7102213E-01
0.2068244 -0.7219014E-01
0.2231304 -0.7314961E-01
0.2397414 -0.7390390E-01
0.2566109 -0.7445873E-01
0.2737021 -0.7482123E-01
0.2909851 -0.7499922E-01
0.3084363 -0.7500092E-01
0.3260358 -0.7483455E-01
0.3437678 -0.7450821E-01
0.3616183 -0.7402980E-01
0.3795758 -0.7340694E-01
0.3976301 -0.7264691E-01
0.4157722 -0.7175666E-01
0.4339944 -0.7074285E-01
0.4522893 -0.6961170E-01
0.4706505 -0.6836918E-01
0.4890720 -0.6702089E-01
0.5075482 -0.6557211E-01
0.5260739 -0.6402781E-01
0.5446439 -0.6239256E-01
0.5632541 -0.6067074E-01
0.5818998 -0.5886624E-01
0.6005770 -0.5698284E-01
0.6192815 -0.5502386E-01
0.6380094 -0.5299242E-01
0.6567571 -0.5089126E-01
0.6755202 -0.4872296E-01
0.6942955 -0.4648972E-01
0.7130789 -0.4419347E-01
0.7318664 -0.4183597E-01
0.7506533 -0.3941878E-01
0.7694339 -0.3694332E-01
0.7882013 -0.3441096E-01
0.8069454 -0.3182336E-01
0.8256512 -0.2918265E-01
0.8442949 -0.2649212E-01
0.8628391 -0.2375729E-01
0.8812212 -0.2098763E-01
0.8993427 -0.1819873E-01
0.9170508 -0.1541607E-01
0.9341279 -0.1267739E-01
0.9502978 -0.1003284E-01
0.9652688 -0.7538508E-02
0.9788082 -0.5243703E-02
0.9908088 -0.3177905E-02
1.000000 0.1575010E-02
